01/01/2050	1 3525.118
01/02/2050	1 3488.553
01/03/2050	1 3428.035
01/04/2050	1 3379.933
01/05/2050	1 3344.248
01/06/2050	1 3320.490
01/07/2050	1 3308.660
01/08/2050	1 3273.268
01/09/2050	1 3238.072
01/10/2050	1 3238.072
01/11/2050	1 3226.340
01/12/2050	1 3214.705
1/13/2050	1 3191.436
1/14/2050	1 3191.436
1/15/2050	1 3191.436
1/16/2050	1 3179.900
1/17/2050	1 3145.192
1/18/2050	1 3099.339
1/19/2050	1 3076.461
1/20/2050	1 3053.779
1/21/2050	1 3019.854
1/22/2050	1 2986.124
1/23/2050	1 2963.735
1/24/2050	1 2952.590
1/25/2050	1 2930.396
1/26/2050	1 2919.251
1/27/2050	1 2886.107
1/28/2050	1 2875.157
1/29/2050	1 2853.257
1/30/2050	1 2831.357
1/31/2050	1 2809.653
02/01/2050	1 2626.390
02/02/2050	1 2395.385
02/03/2050	1 2412.584
02/04/2050	1 2447.363
02/05/2050	1 2456.106
02/06/2050	1 2464.848
02/07/2050	1 2473.590
02/08/2050	1 2500.007
02/09/2050	1 2553.411
02/10/2050	1 2589.330
02/11/2050	1 2880.581
02/12/2050	1 2869.749
2/13/2050	1 2848.178
2/14/2050	1 2837.345
2/15/2050	1 2805.132
2/16/2050	1 2783.846
2/17/2050	1 2741.370
2/18/2050	1 2720.275
2/19/2050	1 2473.590
2/20/2050	1 2730.822
2/21/2050	1 2730.822
2/22/2050	1 2699.274
2/23/2050	1 2636.653
2/24/2050	1 2605.675
2/25/2050	1 2564.719
2/26/2050	1 2524.048
2/27/2050	1 2473.685
2/28/2050	1 2433.775
03/01/2050	1 2611.401
03/02/2050	1 2579.402
03/03/2050	1 2547.507
03/04/2050	1 2505.392
03/05/2050	1 2286.769
03/06/2050	1 2304.110
03/07/2050	1 2494.864
03/08/2050	1 2484.438
03/09/2050	1 2484.438
03/10/2050	1 2304.110
03/11/2050	1 2494.864
03/12/2050	1 2463.588
3/13/2050	1 2442.840
3/14/2050	1 2432.518
3/15/2050	1 2411.874
3/16/2050	1 2401.551
3/17/2050	1 2381.114
3/18/2050	1 2360.779
3/19/2050	1 2340.444
3/20/2050	1 2175.806
3/21/2050	1 2184.270
3/22/2050	1 2192.631
3/23/2050	1 2201.095
3/24/2050	1 2370.895
3/25/2050	1 2370.895
3/26/2050	1 2370.895
3/27/2050	1 2209.559
3/28/2050	1 2218.127
3/29/2050	1 2411.874
3/30/2050	1 2370.895
3/31/2050	1 2192.631
04/01/2050	1 2217.107
04/02/2050	1 2251.286
04/03/2050	1 2382.411
04/04/2050	1 2598.881
04/05/2050	1 2577.544
04/06/2050	1 2524.411
04/07/2050	1 2461.541
04/08/2050	1 2277.180
04/09/2050	1 2338.185
04/10/2050	1 2382.411
04/11/2050	1 2400.226
04/12/2050	1 2463.199
4/13/2050	1 2554.862
4/14/2050	1 2828.919
4/15/2050	1 2828.919
4/16/2050	1 2582.723
4/17/2050	1 2601.470
4/18/2050	1 2667.550
4/19/2050	1 2753.931
4/20/2050	1 2822.290
4/21/2050	1 2871.798
4/22/2050	1 3175.374
4/23/2050	1 3127.937
4/24/2050	1 3104.426
4/25/2050	1 3080.914
4/26/2050	1 3080.914
4/27/2050	1 3057.507
4/28/2050	1 2744.299
4/29/2050	1 2792.875
4/30/2050	1 2871.798
05/01/2050	1 4031.397
05/02/2050	1 3924.333
05/03/2050	1 3848.662
05/04/2050	1 3480.452
05/05/2050	1 3492.927
05/06/2050	1 3581.210
05/07/2050	1 3814.117
05/08/2050	1 4110.906
05/09/2050	1 4639.232
05/10/2050	1 4138.460
05/11/2050	1 4606.057
05/12/2050	1 4110.906
5/13/2050	1 4124.615
5/14/2050	1 4166.288
5/15/2050	1 4278.287
5/16/2050	1 5063.510
5/17/2050	1 4537.104
5/18/2050	1 4566.440
5/19/2050	1 5150.696
5/20/2050	1 4925.603
5/21/2050	1 4874.333
5/22/2050	1 4739.167
5/23/2050	1 4208.099
5/24/2050	1 4349.297
5/25/2050	1 5063.510
5/26/2050	1 4537.104
5/27/2050	1 4625.523
5/28/2050	1 5082.428
5/29/2050	1 5304.506
5/30/2050	1 6008.437
5/31/2050	1 5857.644
06/01/2050	1 11370.097
