01/01/2050	1 5105.227
01/02/2050	1 5009.171
01/03/2050	1 4881.095
01/04/2050	1 4753.020
01/05/2050	1 4688.982
01/06/2050	1 4656.963
01/07/2050	1 4624.945
01/08/2050	1 4608.935
01/09/2050	1 4528.888
01/10/2050	1 4434.610
01/11/2050	1 4285.189
01/12/2050	1 4199.805
1/13/2050	1 4128.652
1/14/2050	1 4057.499
1/15/2050	1 4000.577
1/16/2050	1 3891.179
1/17/2050	1 3766.662
1/18/2050	1 3673.273
1/19/2050	1 3624.356
1/20/2050	1 3557.650
1/21/2050	1 3520.294
1/22/2050	1 3595.005
1/23/2050	1 3646.591
1/24/2050	1 3624.356
1/25/2050	1 3595.005
1/26/2050	1 3557.650
1/27/2050	1 3495.391
1/28/2050	1 3445.584
1/29/2050	1 3458.035
1/30/2050	1 3383.325
1/31/2050	1 3345.969
02/01/2050	1 3309.294
02/02/2050	1 3283.563
02/03/2050	1 3258.067
02/04/2050	1 3232.570
02/05/2050	1 2948.248
02/06/2050	1 2969.417
02/07/2050	1 3012.223
02/08/2050	1 3022.983
02/09/2050	1 3033.744
02/10/2050	1 3044.504
02/11/2050	1 3077.018
02/12/2050	1 3142.747
2/13/2050	1 3186.957
2/14/2050	1 3545.430
2/15/2050	1 3532.097
2/16/2050	1 3505.547
2/17/2050	1 3492.214
2/18/2050	1 3452.566
2/19/2050	1 3426.368
2/20/2050	1 3374.088
2/21/2050	1 3348.124
2/22/2050	1 3044.504
2/23/2050	1 3361.106
2/24/2050	1 3361.106
2/25/2050	1 3322.276
2/26/2050	1 3245.201
2/27/2050	1 3207.074
2/28/2050	1 3156.665
03/01/2050	1 3182.848
03/02/2050	1 3119.340
03/03/2050	1 3069.012
03/04/2050	1 3031.507
03/05/2050	1 2994.360
03/06/2050	1 2957.334
03/07/2050	1 2908.444
03/08/2050	1 2654.650
03/09/2050	1 2674.781
03/10/2050	1 2896.222
03/11/2050	1 2884.119
03/12/2050	1 2884.119
3/13/2050	1 2674.781
3/14/2050	1 2896.222
3/15/2050	1 2859.914
