01/01/2050	1 3717.294
01/02/2050	1 3666.471
01/03/2050	1 3653.791
01/04/2050	1 3628.631
01/05/2050	1 3590.992
01/06/2050	1 3528.697
01/07/2050	1 3479.183
01/08/2050	1 3442.449
01/09/2050	1 3417.994
01/10/2050	1 3405.817
01/11/2050	1 3369.386
01/12/2050	1 3333.156
1/13/2050	1 3333.156
1/14/2050	1 3321.079
1/15/2050	1 3309.103
1/16/2050	1 3285.151
1/17/2050	1 3285.151
1/18/2050	1 3285.151
1/19/2050	1 3273.276
1/20/2050	1 3237.549
1/21/2050	1 3190.349
1/22/2050	1 3166.800
1/23/2050	1 3143.452
1/24/2050	1 3108.530
1/25/2050	1 3073.810
1/26/2050	1 3050.763
1/27/2050	1 3039.291
1/28/2050	1 3016.446
1/29/2050	1 3004.973
1/30/2050	1 2970.856
1/31/2050	1 2959.585
02/01/2050	1 2814.470
02/02/2050	1 2792.728
02/03/2050	1 2771.085
02/04/2050	1 2749.539
02/05/2050	1 2728.189
02/06/2050	1 2706.839
02/07/2050	1 2468.758
02/08/2050	1 2486.484
02/09/2050	1 2522.328
02/10/2050	1 2531.339
02/11/2050	1 2540.349
02/12/2050	1 2549.359
2/13/2050	1 2576.585
2/14/2050	1 2631.624
2/15/2050	1 2668.644
2/16/2050	1 2968.816
2/17/2050	1 2957.652
2/18/2050	1 2935.420
2/19/2050	1 2924.256
2/20/2050	1 2891.056
2/21/2050	1 2869.118
2/22/2050	1 2825.341
2/23/2050	1 2803.599
2/24/2050	1 2549.359
2/25/2050	1 2814.470
2/26/2050	1 2814.470
2/27/2050	1 2781.955
2/28/2050	1 2717.416
03/01/2050	1 2777.480
03/02/2050	1 2733.436
03/03/2050	1 2678.895
03/04/2050	1 2635.673
03/05/2050	1 2603.463
03/06/2050	1 2571.562
03/07/2050	1 2539.763
03/08/2050	1 2497.777
03/09/2050	1 2279.818
03/10/2050	1 2297.107
03/11/2050	1 2487.280
03/12/2050	1 2476.887
3/13/2050	1 2476.887
3/14/2050	1 2297.107
3/15/2050	1 2487.280
3/16/2050	1 2456.099
3/17/2050	1 2435.415
3/18/2050	1 2425.124
3/19/2050	1 2404.543
3/20/2050	1 2394.252
3/21/2050	1 2373.876
3/22/2050	1 2353.603
3/23/2050	1 2333.330
3/24/2050	1 2169.192
3/25/2050	1 2177.631
3/26/2050	1 2185.966
3/27/2050	1 2194.405
3/28/2050	1 2363.688
3/29/2050	1 2363.688
3/30/2050	1 2363.688
3/31/2050	1 2202.843
04/01/2050	1 2241.717
04/02/2050	1 2276.275
04/03/2050	1 2408.856
04/04/2050	1 2627.728
04/05/2050	1 2606.155
04/06/2050	1 2552.432
04/07/2050	1 2488.865
04/08/2050	1 2302.456
04/09/2050	1 2364.139
04/10/2050	1 2408.856
04/11/2050	1 2426.868
04/12/2050	1 2490.540
4/13/2050	1 2583.221
4/14/2050	1 2860.320
4/15/2050	1 2860.320
4/16/2050	1 2611.391
4/17/2050	1 2630.346
4/18/2050	1 2697.160
4/19/2050	1 2784.500
4/20/2050	1 2853.617
4/21/2050	1 2903.675
4/22/2050	1 3210.621
4/23/2050	1 3162.657
4/24/2050	1 3138.885
4/25/2050	1 3115.113
4/26/2050	1 3115.113
4/27/2050	1 3091.445
4/28/2050	1 2774.760
4/29/2050	1 2823.876
4/30/2050	1 2903.675
05/01/2050	1 1834.569
05/02/2050	1 1879.030
05/03/2050	1 1930.556
05/04/2050	1 2056.291
05/05/2050	1 2344.964
05/06/2050	1 2328.761
05/07/2050	1 2296.484
05/08/2050	1 2016.043
05/09/2050	1 2022.718
05/10/2050	1 2385.730
05/11/2050	1 2385.730
05/12/2050	1 2131.278
5/13/2050	1 2460.070
5/14/2050	1 2435.182
5/15/2050	1 2158.953
5/16/2050	1 2172.888
5/17/2050	1 2243.274
5/18/2050	1 2492.735
5/19/2050	1 2600.129
5/20/2050	1 2639.081
5/21/2050	1 2702.207
5/22/2050	1 2806.684
5/23/2050	1 2921.920
5/24/2050	1 3056.988
5/25/2050	1 3213.315
5/26/2050	1 3624.871
5/27/2050	1 4025.993
5/28/2050	1 4251.798
5/29/2050	1 5056.958
5/30/2050	1 5044.838
5/31/2050	1 5032.718
06/01/2050	1 3648.192
06/02/2050	1 4228.954
06/03/2050	1 4960.197
06/04/2050	1 5746.425
06/05/2050	1 4947.848
06/06/2050	1 5404.245
06/07/2050	1 7211.665
06/08/2050	1 9092.555
06/09/2050	1 8645.754
06/10/2050	1 7921.276
06/11/2050	1 7071.253
06/12/2050	1 6634.127
6/13/2050	1 6330.806
