01/01/2050	1 4683.829
01/02/2050	1 4627.265
01/03/2050	1 4613.197
01/04/2050	1 3689.307
01/05/2050	1 4349.912
01/06/2050	1 4281.917
01/07/2050	1 4187.741
01/08/2050	1 4147.784
01/09/2050	1 4094.736
01/10/2050	1 4028.891
01/11/2050	1 3963.631
01/12/2050	1 3886.062
1/13/2050	1 3847.571
1/14/2050	1 3821.975
1/15/2050	1 3796.575
1/16/2050	1 3771.174
1/17/2050	1 3771.174
1/18/2050	1 3771.174
1/19/2050	1 3758.572
1/20/2050	1 3733.269
1/21/2050	1 3683.152
1/22/2050	1 3608.514
1/23/2050	1 3583.798
1/24/2050	1 3571.488
1/25/2050	1 3559.179
1/26/2050	1 3546.870
1/27/2050	1 3522.446
1/28/2050	1 3510.234
1/29/2050	1 3485.909
1/30/2050	1 3449.567
1/31/2050	1 3437.453
02/01/2050	1 3364.588
02/02/2050	1 3351.822
02/03/2050	1 3326.292
02/04/2050	1 3300.761
02/05/2050	1 3275.458
02/06/2050	1 3250.155
02/07/2050	1 3224.967
02/08/2050	1 3199.892
02/09/2050	1 3175.045
02/10/2050	1 3150.198
02/11/2050	1 2873.121
02/12/2050	1 2893.751
2/13/2050	1 2935.466
2/14/2050	1 2945.952
2/15/2050	1 2956.438
2/16/2050	1 2966.924
2/17/2050	1 2998.609
2/18/2050	1 3062.664
2/19/2050	1 3105.747
2/20/2050	1 3455.085
2/21/2050	1 3442.092
2/22/2050	1 3416.219
2/23/2050	1 3403.226
2/24/2050	1 3364.588
2/25/2050	1 3339.057
2/26/2050	1 3288.110
2/27/2050	1 3262.807
2/28/2050	1 2966.924
03/01/2050	1 3197.787
03/02/2050	1 3197.787
03/03/2050	1 3160.844
03/04/2050	1 3087.515
03/05/2050	1 3051.239
03/06/2050	1 3003.280
03/07/2050	1 2955.655
03/08/2050	1 2896.680
03/09/2050	1 2849.945
03/10/2050	1 2815.116
03/11/2050	1 2780.622
03/12/2050	1 2746.238
3/13/2050	1 2700.838
3/14/2050	1 2465.160
3/15/2050	1 2483.854
3/16/2050	1 2689.488
3/17/2050	1 2678.250
3/18/2050	1 2678.250
3/19/2050	1 2483.854
3/20/2050	1 2689.488
3/21/2050	1 2655.772
3/22/2050	1 2633.406
3/23/2050	1 2622.279
3/24/2050	1 2600.024
3/25/2050	1 2588.897
3/26/2050	1 2566.865
3/27/2050	1 2544.944
3/28/2050	1 2523.023
3/29/2050	1 2345.541
3/30/2050	1 2354.665
3/31/2050	1 2363.679
04/01/2050	1 2483.273
04/02/2050	1 2521.555
04/03/2050	1 2668.422
04/04/2050	1 2910.879
04/05/2050	1 2886.981
04/06/2050	1 2827.469
04/07/2050	1 2757.052
04/08/2050	1 2550.557
04/09/2050	1 2618.886
04/10/2050	1 2668.422
04/11/2050	1 2688.375
04/12/2050	1 2758.908
4/13/2050	1 2861.575
4/14/2050	1 3168.533
4/15/2050	1 3168.533
4/16/2050	1 2892.782
4/17/2050	1 2913.779
4/18/2050	1 2987.792
4/19/2050	1 3084.543
4/20/2050	1 3161.109
4/21/2050	1 3216.561
4/22/2050	1 3556.581
4/23/2050	1 3503.449
4/24/2050	1 3477.115
4/25/2050	1 3450.781
4/26/2050	1 3450.781
4/27/2050	1 3424.563
4/28/2050	1 3073.754
4/29/2050	1 3128.162
4/30/2050	1 3216.561
05/01/2050	1 1967.571
05/02/2050	1 2015.255
05/03/2050	1 2070.516
05/04/2050	1 2205.367
05/05/2050	1 2514.968
05/06/2050	1 2497.590
05/07/2050	1 2462.974
05/08/2050	1 2162.201
05/09/2050	1 2169.361
05/10/2050	1 2558.690
05/11/2050	1 2558.690
05/12/2050	1 2285.791
5/13/2050	1 2638.419
5/14/2050	1 2611.727
5/15/2050	1 2315.472
5/16/2050	1 2330.417
5/17/2050	1 2405.906
5/18/2050	1 2673.453
5/19/2050	1 2788.632
5/20/2050	1 2830.408
5/21/2050	1 2898.111
5/22/2050	1 3010.163
5/23/2050	1 3133.753
5/24/2050	1 3278.613
5/25/2050	1 3446.273
5/26/2050	1 3887.666
5/27/2050	1 4317.868
5/28/2050	1 4560.044
5/29/2050	1 5423.575
5/30/2050	1 5410.577
5/31/2050	1 5397.578
06/01/2050	1 3441.476
06/02/2050	1 3825.614
06/03/2050	1 4161.042
06/04/2050	1 4404.929
06/05/2050	1 4646.009
06/06/2050	1 4780.782
06/07/2050	1 4952.505
06/08/2050	1 4987.250
06/09/2050	1 5687.506
06/10/2050	1 4952.505
06/11/2050	1 5648.284
06/12/2050	1 5570.240
6/13/2050	1 4894.841
6/14/2050	1 4975.691
6/15/2050	1 5440.545
6/16/2050	1 6099.574
6/17/2050	1 6351.746
6/18/2050	1 6541.444
6/19/2050	1 6860.234
6/20/2050	1 7246.443
6/21/2050	1 7933.335
6/22/2050	1 8723.796
6/23/2050	1 9118.692
6/24/2050	1 10337.457
6/25/2050	1 10176.425
6/26/2050	1 9841.666
6/27/2050	1 8465.877
6/28/2050	1 8805.314
6/29/2050	1 9853.693
6/30/2050	1 10843.272
07/01/2050	1 14254.473
07/02/2050	1 14834.516
07/03/2050	1 17025.604
07/04/2050	1 16684.491
07/05/2050	1 14284.677
07/06/2050	1 14619.179
07/07/2050	1 15650.633
07/08/2050	1 18388.554
07/09/2050	1 18068.479
07/10/2050	1 17369.723
07/11/2050	1 16821.237
07/12/2050	1 16684.491
7/13/2050	1 16314.827
7/14/2050	1 15915.108
7/15/2050	1 13984.438
7/16/2050	1 14254.473
7/17/2050	1 14588.674
7/18/2050	1 14865.471
7/19/2050	1 15459.790
7/20/2050	1 17787.474
7/21/2050	1 17682.285
7/22/2050	1 17613.161
7/23/2050	1 17578.598
7/24/2050	1 15554.460
7/25/2050	1 17613.161
7/26/2050	1 15428.233
7/27/2050	1 16296.794
7/28/2050	1 18967.094
7/29/2050	1 22080.691
7/30/2050	1 26872.805
7/31/2050	1 30211.807
