01/01/2050	1 4438.458
01/02/2050	1 5420.908
01/03/2050	1 5195.633
01/04/2050	1 5131.268
01/05/2050	1 5034.722
01/06/2050	1 4905.993
01/07/2050	1 4777.264
01/08/2050	1 4712.900
01/09/2050	1 4680.718
01/10/2050	1 4648.536
01/11/2050	1 4632.445
01/12/2050	1 4551.989
1/13/2050	1 4457.231
1/14/2050	1 4307.047
1/15/2050	1 4221.228
1/16/2050	1 4149.712
1/17/2050	1 4078.196
1/18/2050	1 4020.983
1/19/2050	1 3911.028
1/20/2050	1 3785.875
1/21/2050	1 3692.010
1/22/2050	1 3642.843
1/23/2050	1 3575.797
1/24/2050	1 3538.251
1/25/2050	1 3613.343
1/26/2050	1 3665.192
1/27/2050	1 3642.843
1/28/2050	1 3613.343
1/29/2050	1 3575.797
1/30/2050	1 3513.220
1/31/2050	1 3463.159
02/01/2050	1 3364.009
02/02/2050	1 3338.022
02/03/2050	1 3312.153
02/04/2050	1 3286.400
02/05/2050	1 3260.881
02/06/2050	1 3235.363
02/07/2050	1 2950.795
02/08/2050	1 2971.982
02/09/2050	1 3014.826
02/10/2050	1 3025.595
02/11/2050	1 3036.364
02/12/2050	1 3047.134
2/13/2050	1 3079.676
2/14/2050	1 3145.462
2/15/2050	1 3189.710
2/16/2050	1 3548.492
2/17/2050	1 3535.148
2/18/2050	1 3508.576
2/19/2050	1 3495.231
2/20/2050	1 3455.549
2/21/2050	1 3429.328
2/22/2050	1 3377.003
2/23/2050	1 3351.016
2/24/2050	1 3047.134
2/25/2050	1 3364.009
2/26/2050	1 3364.009
2/27/2050	1 3325.146
2/28/2050	1 3248.005
03/01/2050	1 3285.296
03/02/2050	1 3232.291
03/03/2050	1 3192.790
03/04/2050	1 3153.667
03/05/2050	1 3114.670
03/06/2050	1 3063.180
03/07/2050	1 2795.884
03/08/2050	1 2817.086
03/09/2050	1 3050.307
03/10/2050	1 3037.561
03/11/2050	1 3037.561
03/12/2050	1 2817.086
3/13/2050	1 3050.307
3/14/2050	1 3012.068
3/15/2050	1 2986.701
3/16/2050	1 2974.081
3/17/2050	1 2948.841
3/18/2050	1 2936.221
3/19/2050	1 2911.233
3/20/2050	1 2886.371
3/21/2050	1 2861.509
3/22/2050	1 2660.216
3/23/2050	1 2670.565
3/24/2050	1 2680.787
3/25/2050	1 2691.136
3/26/2050	1 2898.739
3/27/2050	1 2898.739
3/28/2050	1 2898.739
3/29/2050	1 2701.484
3/30/2050	1 2711.959
3/31/2050	1 2948.841
04/01/2050	1 2753.845
04/02/2050	1 2707.056
04/03/2050	1 2503.517
04/04/2050	1 2522.845
04/05/2050	1 2561.738
04/06/2050	1 2710.945
04/07/2050	1 2957.266
04/08/2050	1 2932.987
04/09/2050	1 2872.527
04/10/2050	1 2800.988
04/11/2050	1 2591.202
04/12/2050	1 2660.620
4/13/2050	1 2710.945
4/14/2050	1 2731.216
4/15/2050	1 2802.873
4/16/2050	1 2907.177
4/17/2050	1 3219.026
4/18/2050	1 3219.026
4/19/2050	1 2938.880
4/20/2050	1 2960.212
4/21/2050	1 3035.405
4/22/2050	1 3133.698
4/23/2050	1 3211.483
4/24/2050	1 3267.819
4/25/2050	1 3613.258
4/26/2050	1 3559.279
4/27/2050	1 3532.526
4/28/2050	1 3505.772
4/29/2050	1 3505.772
4/30/2050	1 3479.136
05/01/2050	1 4417.175
05/02/2050	1 4447.709
05/03/2050	1 4493.589
05/04/2050	1 4982.299
05/05/2050	1 4927.336
05/06/2050	1 4447.709
05/07/2050	1 4478.244
05/08/2050	1 4555.128
05/09/2050	1 4632.952
05/10/2050	1 4759.005
05/11/2050	1 5356.229
05/12/2050	1 5318.179
5/13/2050	1 4759.005
5/14/2050	1 5299.231
5/15/2050	1 5261.337
5/16/2050	1 5186.175
5/17/2050	1 5111.483
5/18/2050	1 4617.293
5/19/2050	1 4695.744
5/20/2050	1 4790.792
5/21/2050	1 5413.384
5/22/2050	1 5299.231
5/23/2050	1 4695.744
5/24/2050	1 4711.402
5/25/2050	1 4774.820
5/26/2050	1 4854.836
5/27/2050	1 5488.702
5/28/2050	1 5895.360
5/29/2050	1 7037.978
5/30/2050	1 6207.125
5/31/2050	1 6338.346
06/01/2050	1 7393.068
06/02/2050	1 7769.645
06/03/2050	1 7996.306
06/04/2050	1 8296.852
06/05/2050	1 9617.644
06/06/2050	1 11280.663
06/07/2050	1 13068.732
06/08/2050	1 11252.577
06/09/2050	1 12290.533
06/10/2050	1 16401.033
06/11/2050	1 20678.622
06/12/2050	1 19662.491
6/13/2050	1 18014.857
6/14/2050	1 16081.703
6/15/2050	1 15087.577
6/16/2050	1 14397.752
6/17/2050	1 13891.476
6/18/2050	1 13526.170
6/19/2050	1 12939.569
6/20/2050	1 12366.385
6/21/2050	1 12116.109
6/22/2050	1 11961.006
6/23/2050	1 11654.020
6/24/2050	1 10031.610
6/25/2050	1 10216.052
6/26/2050	1 10375.806
6/27/2050	1 11735.955
6/28/2050	1 14111.876
6/29/2050	1 15163.429
6/30/2050	1 15230.694
07/01/2050	1 22360.777
07/02/2050	1 25835.828
07/03/2050	1 22758.158
07/04/2050	1 23463.884
07/05/2050	1 24914.208
07/06/2050	1 25928.016
07/07/2050	1 29757.637
07/08/2050	1 29161.434
07/09/2050	1 24966.999
07/10/2050	1 25551.646
07/11/2050	1 27354.439
07/12/2050	1 32139.824
7/13/2050	1 31580.391
7/14/2050	1 30359.094
7/15/2050	1 29400.441
7/16/2050	1 29161.434
7/17/2050	1 28515.328
7/18/2050	1 27816.694
7/19/2050	1 24442.235
7/20/2050	1 24914.208
7/21/2050	1 25498.329
7/22/2050	1 25982.121
7/23/2050	1 27020.880
7/24/2050	1 31089.246
7/25/2050	1 30905.395
7/26/2050	1 30784.578
7/27/2050	1 30724.170
7/28/2050	1 27186.346
7/29/2050	1 30784.578
7/30/2050	1 26965.725
7/31/2050	1 28483.811
08/01/2050	1 32137.311
08/02/2050	1 31630.756
08/03/2050	1 29553.740
08/04/2050	1 27337.033
08/05/2050	1 23688.145
08/06/2050	1 27095.749
08/07/2050	1 32092.159
08/08/2050	1 28770.626
08/09/2050	1 28949.825
08/10/2050	1 32463.256
08/11/2050	1 32137.311
08/12/2050	1 30990.155
8/13/2050	1 26623.059
8/14/2050	1 26795.203
8/15/2050	1 30691.019
8/16/2050	1 32927.480
8/17/2050	1 35711.416
8/18/2050	1 33401.582
8/19/2050	1 32092.159
8/20/2050	1 29040.130
8/21/2050	1 31347.142
8/22/2050	1 35810.187
8/23/2050	1 33074.226
8/24/2050	1 33417.103
8/25/2050	1 36335.085
8/26/2050	1 39023.072
8/27/2050	1 43357.714
8/28/2050	1 47909.653
8/29/2050	1 50987.080
8/30/2050	1 49522.445
8/31/2050	1 46155.760
09/01/2050	1 54650.386
09/02/2050	1 50935.088
09/03/2050	1 48314.448
09/04/2050	1 46115.788
09/05/2050	1 44029.242
09/06/2050	1 41713.798
09/07/2050	1 37257.309
09/08/2050	1 40784.195
09/09/2050	1 44929.260
09/10/2050	1 46280.844
09/11/2050	1 47154.390
09/12/2050	1 49124.152
9/13/2050	1 53206.932
9/14/2050	1 57065.485
9/15/2050	1 60989.438
9/16/2050	1 57984.189
